baseline,variant,model,nodes,budget_mib,status,capsule,cell_id,e2e_ms,l0_ms,act_ms,l1_ms,plan_ms,plan_comm_ms,total_ms,e2e_min,e2e_max,fail_reason
EPLB,eplb_l01,Qwen,16,64,ok,20260830-184439_perlmutter_7bd4b915,eplb_l01_trace-a2e8ab_b64_k8_isolated,200.365,108.349,0.536,92.103,17.265,0.994,217.876,196.536,208.662,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,Qwen,16,1,ok,20260830-184056_perlmutter_6c6a0a97,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b1_k8_isolated,5.248,3.242,0.009,1.999,1.339,0.261,6.825,5.107,5.623,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,Qwen,16,2,ok,20260830-184056_perlmutter_6c6a0a97,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b2_k8_isolated,8.21,4.93,0.014,3.194,1.459,0.318,9.96,7.71,8.602,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,Qwen,16,4,ok,20260830-184056_perlmutter_6c6a0a97,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b4_k8_isolated,14.203,8.091,0.023,6.004,2.156,0.367,16.417,13.467,14.792,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,Qwen,16,8,ok,20260830-184056_perlmutter_6c6a0a97,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b8_k8_isolated,25.58,14.4,0.045,11.12,2.659,0.7,28.703,24.462,26.498,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,Qwen,16,16,ok,20260830-184056_perlmutter_6c6a0a97,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b16_k8_isolated,50.126,28.431,0.076,21.806,4.172,0.881,54.702,48.874,51.535,
OURS-dwire,ours_l01_s1_pv2_r2_dwire_dps,Qwen,16,32,ok,20260830-231559_perlmutter_cae63d59,ours_l01_s1_pv2_r2_dwire_dps_trace-a2e8ab_b32_k8_isolated,96.892,54.776,0.145,41.75,6.629,0.679,104.196,95.188,98.216,"regathered 8/30pm: demand pair-sizing twin (alloc-only, handoff 30 §8)"
OURS-dwire,ours_l01_s1_pv2_r2_dwire_dps,Qwen,16,64,ok,20260831-011223_perlmutter_93360895,ours_l01_s1_pv2_r2_dwire_dps_trace-a2e8ab_b64_k8_isolated,185.05,101.572,0.285,82.994,12.299,0.669,196.718,183.075,186.613,"regathered 8/30pm: demand pair-sizing twin (alloc-only, handoff 30 §8)"
OURS-s1,ours_l01_s1_pv2_r2,Qwen,16,1,ok,20260830-183022_perlmutter_bd8b7b04,ours_l01_s1_pv2_r2_trace-a2e8ab_b1_k8_isolated,10.794,6.532,0.017,4.283,1.234,0.634,12.332,10.671,10.974,
OURS-s1,ours_l01_s1_pv2_r2,Qwen,16,2,ok,20260830-183022_perlmutter_bd8b7b04,ours_l01_s1_pv2_r2_trace-a2e8ab_b2_k8_isolated,11.355,6.813,0.019,4.54,1.206,0.592,13.021,11.166,12.673,
OURS-s1,ours_l01_s1_pv2_r2,Qwen,16,4,ok,20260830-183022_perlmutter_bd8b7b04,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,12.627,7.521,0.022,5.129,1.633,0.426,14.684,12.295,13.614,
OURS-s1,ours_l01_s1_pv2_r2,Qwen,16,8,ok,20260830-183022_perlmutter_bd8b7b04,ours_l01_s1_pv2_r2_trace-a2e8ab_b8_k8_isolated,15.512,8.523,0.044,6.856,2.004,0.325,17.628,15.015,16.117,
OURS-s1,ours_l01_s1_pv2_r2,Qwen,16,16,ok,20260830-231008_perlmutter_d5be00eb,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,23.124,12.083,0.092,10.923,2.53,0.664,26.056,21.801,357.655,regathered d5be00eb: intermittent ~350ms op-bracket stall persists (1-2/10 iters here vs 5/10 in bd8b7b04 whose median 191.1 was poisoned); median clean
OURS-s1,ours_l01_s1_pv2_r2,Qwen,16,32,ok,20260830-183022_perlmutter_bd8b7b04,ours_l01_s1_pv2_r2_trace-a2e8ab_b32_k8_isolated,38.969,19.385,0.068,19.493,4.761,0.619,44.256,37.527,44.198,
OURS-s1,ours_l01_s1_pv2_r2,Qwen,16,64,ok,20260830-183022_perlmutter_bd8b7b04,ours_l01_s1_pv2_r2_trace-a2e8ab_b64_k8_isolated,69.031,34.749,0.3,34.158,8.091,0.635,76.796,66.711,73.521,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,Qwen,16,1,ok,20260830-183511_perlmutter_857b8eb2,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b1_k8_isolated,10.939,6.61,0.015,4.304,1.45,0.426,13.434,10.835,11.09,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,Qwen,16,2,ok,20260830-183511_perlmutter_857b8eb2,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b2_k8_isolated,11.659,6.985,0.017,4.659,1.499,0.316,14.154,11.428,12.681,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,Qwen,16,4,ok,20260830-183511_perlmutter_857b8eb2,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b4_k8_isolated,12.749,7.505,0.022,5.223,2.009,0.323,15.669,12.572,12.891,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,Qwen,16,8,ok,20260830-183511_perlmutter_857b8eb2,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b8_k8_isolated,15.471,8.681,0.045,6.691,2.553,0.655,18.984,15.186,16.801,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,Qwen,16,16,ok,20260830-183511_perlmutter_857b8eb2,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b16_k8_isolated,22.431,11.777,0.088,10.479,3.051,0.584,26.475,21.424,539.466,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,Qwen,16,32,ok,20260830-183511_perlmutter_857b8eb2,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b32_k8_isolated,37.822,19.163,0.152,17.929,5.863,0.614,44.437,35.679,41.552,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,Qwen,16,64,ok,20260830-183511_perlmutter_857b8eb2,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b64_k8_isolated,68.427,34.911,0.323,32.413,9.333,0.836,79.063,64.943,72.113,
PLL-pv2,llc_l01_s1_pv2,Qwen,16,1,ok,20260830-182739_perlmutter_e8dc0ad1,llc_l01_s1_pv2_trace-a2e8ab_b1_k8_isolated,13.355,9.148,0.009,4.209,1.385,0.755,15.234,13.245,14.056,
PLL-pv2,llc_l01_s1_pv2,Qwen,16,2,ok,20260830-182739_perlmutter_e8dc0ad1,llc_l01_s1_pv2_trace-a2e8ab_b2_k8_isolated,14.087,9.578,0.013,4.472,1.266,0.733,16.144,13.92,14.846,
PLL-pv2,llc_l01_s1_pv2,Qwen,16,4,ok,20260830-182739_perlmutter_e8dc0ad1,llc_l01_s1_pv2_trace-a2e8ab_b4_k8_isolated,15.391,10.223,0.022,5.035,1.483,0.445,17.41,15.16,16.579,
PLL-pv2,llc_l01_s1_pv2,Qwen,16,8,ok,20260830-182739_perlmutter_e8dc0ad1,llc_l01_s1_pv2_trace-a2e8ab_b8_k8_isolated,19.305,11.999,0.044,7.139,2.187,0.399,21.625,18.939,19.99,
PLL-pv2,llc_l01_s1_pv2,Qwen,16,16,ok,20260830-182739_perlmutter_e8dc0ad1,llc_l01_s1_pv2_trace-a2e8ab_b16_k8_isolated,28.288,16.273,0.08,11.575,2.996,0.499,31.182,27.011,29.008,
PLL-pv2,llc_l01_s1_pv2,Qwen,16,32,ok,20260830-182739_perlmutter_e8dc0ad1,llc_l01_s1_pv2_trace-a2e8ab_b32_k8_isolated,44.753,25.285,0.145,19.198,4.13,0.696,48.885,44.268,47.016,
PLL-pv2,llc_l01_s1_pv2,Qwen,16,64,ok,20260830-231220_perlmutter_27069afe,llc_l01_s1_pv2_trace-a2e8ab_b64_k8_isolated,85.898,45.48,0.275,39.273,6.77,0.85,92.865,83.445,87.758,regathered 8/30pm: pre-skip was stale (fits since 8/25 fixes)
Slipstream,l01_slipstream,Qwen,16,1,ok,20260830-182353_perlmutter_2cc177be,l01_slipstream_trace-a2e8ab_b1_k8_isolated,11.149,6.644,0.011,4.49,0.566,0.697,12.359,11.06,11.396,
Slipstream,l01_slipstream,Qwen,16,2,ok,20260830-182353_perlmutter_2cc177be,l01_slipstream_trace-a2e8ab_b2_k8_isolated,12.065,6.935,0.017,5.12,0.706,0.562,13.141,11.904,12.193,
Slipstream,l01_slipstream,Qwen,16,4,ok,20260830-182353_perlmutter_2cc177be,l01_slipstream_trace-a2e8ab_b4_k8_isolated,14.455,7.914,0.021,6.514,0.788,0.766,15.947,14.138,16.113,
Slipstream,l01_slipstream,Qwen,16,8,ok,20260830-182353_perlmutter_2cc177be,l01_slipstream_trace-a2e8ab_b8_k8_isolated,20.984,10.5,0.037,10.352,1.044,1.238,22.885,20.064,21.389,
Slipstream,l01_slipstream,Qwen,16,16,ok,20260830-182353_perlmutter_2cc177be,l01_slipstream_trace-a2e8ab_b16_k8_isolated,37.041,17.963,0.057,18.804,1.415,1.357,39.265,35.167,38.359,
Slipstream,l01_slipstream,Qwen,16,32,ok,20260830-182353_perlmutter_2cc177be,l01_slipstream_trace-a2e8ab_b32_k8_isolated,67.675,31.608,0.045,35.546,2.537,1.938,71.333,63.22,70.059,
Slipstream,l01_slipstream,Qwen,16,64,ok,20260830-182353_perlmutter_2cc177be,l01_slipstream_trace-a2e8ab_b64_k8_isolated,124.423,58.668,0.121,63.452,4.521,2.174,130.379,118.363,131.362,
