baseline,variant,model,nodes,budget_mib,status,capsule,cell_id,e2e_ms,l0_ms,act_ms,l1_ms,plan_ms,plan_comm_ms,total_ms,e2e_min,e2e_max,fail_reason
COMET,l01_allgather_dense,Qwen,16,64,ok,20260824-165349_perlmutter_5948c807,l01_allgather_dense_trace-a2e8ab_b64_k8_isolated,230.603,119.965,0.62,113.083,2.312,2.015,234.386,202.337,264.104,
EPIC,epic_l01_hc_m1,Qwen,16,1,ok,20260824-170315_perlmutter_38fe5d32,epic_l01_hc_m1_trace-a2e8ab_b1_k8_isolated,13.88,9.507,0.01,4.337,2.308,0.443,16.45,13.595,13.988,
EPIC,epic_l01_hc_m1,Qwen,16,2,ok,20260824-170315_perlmutter_38fe5d32,epic_l01_hc_m1_trace-a2e8ab_b2_k8_isolated,15.015,10.091,0.013,4.898,2.329,0.543,17.595,14.862,15.317,
EPIC,epic_l01_hc_m1,Qwen,16,4,ok,20260824-170315_perlmutter_38fe5d32,epic_l01_hc_m1_trace-a2e8ab_b4_k8_isolated,17.643,11.339,0.02,6.254,2.219,0.692,20.216,17.198,17.919,
EPIC,epic_l01_hc_m1,Qwen,16,8,ok,20260824-170315_perlmutter_38fe5d32,epic_l01_hc_m1_trace-a2e8ab_b8_k8_isolated,23.355,13.669,0.04,9.594,2.89,0.773,26.783,22.614,24.382,
EPIC,epic_l01_hc_m1,Qwen,16,16,ok,20260824-170315_perlmutter_38fe5d32,epic_l01_hc_m1_trace-a2e8ab_b16_k8_isolated,37.824,20.626,0.071,17.139,4.725,0.686,42.777,37.13,39.408,
EPIC,epic_l01_hc_m1,Qwen,16,32,ok,20260824-170315_perlmutter_38fe5d32,epic_l01_hc_m1_trace-a2e8ab_b32_k8_isolated,67.54,35.54,0.131,31.933,8.355,0.692,76.114,65.035,69.762,
EPIC,epic_l01_hc_m1,Qwen,16,64,ok,20260824-170315_perlmutter_38fe5d32,epic_l01_hc_m1_trace-a2e8ab_b64_k8_isolated,126.176,63.94,0.27,60.956,15.8,0.899,142.051,122.177,133.275,
EPLB,eplb_l01,Qwen,16,1,ok,20260824-170002_perlmutter_bb526f7f,eplb_l01_trace-a2e8ab_b1_k8_isolated,5.139,3.129,0.017,2.004,2.8,0.63,8.118,5.021,5.332,
EPLB,eplb_l01,Qwen,16,2,ok,20260824-170002_perlmutter_bb526f7f,eplb_l01_trace-a2e8ab_b2_k8_isolated,8.087,4.737,0.024,3.315,2.754,0.636,11.143,7.695,8.419,
EPLB,eplb_l01,Qwen,16,4,ok,20260824-170002_perlmutter_bb526f7f,eplb_l01_trace-a2e8ab_b4_k8_isolated,13.731,7.677,0.034,6.092,2.878,0.353,16.812,13.217,14.808,
EPLB,eplb_l01,Qwen,16,8,ok,20260824-170002_perlmutter_bb526f7f,eplb_l01_trace-a2e8ab_b8_k8_isolated,26.167,14.179,0.084,11.58,3.818,0.4,30.256,24.476,27.226,
EPLB,eplb_l01,Qwen,16,16,ok,20260824-170002_perlmutter_bb526f7f,eplb_l01_trace-a2e8ab_b16_k8_isolated,51.235,27.511,0.18,23.172,5.932,0.699,57.422,49.085,52.678,
EPLB,eplb_l01,Qwen,16,32,ok,20260824-170002_perlmutter_bb526f7f,eplb_l01_trace-a2e8ab_b32_k8_isolated,101.064,54.286,0.313,45.85,10.064,0.833,111.745,98.303,104.293,
EPLB,eplb_l01,Qwen,16,64,ok,20260825-031147_perlmutter_01dea4d2,eplb_l01_trace-a2e8ab_b64_k8_isolated,206.414,112.973,0.623,92.495,18.567,0.805,225.267,203.518,211.694,gap-fill 2026-08-25: chunked planner (ef835c0)
MoonEP,moonep_l01_nvshmem_getmem,Qwen,16,1,ok,20260824-171034_perlmutter_f4796901,moonep_l01_nvshmem_getmem_trace-a2e8ab_b1_k8_isolated,12.362,6.403,0.015,6.264,1.418,0.688,14.339,12.233,12.957,
MoonEP,moonep_l01_nvshmem_getmem,Qwen,16,2,ok,20260824-171034_perlmutter_f4796901,moonep_l01_nvshmem_getmem_trace-a2e8ab_b2_k8_isolated,13.336,6.999,0.021,6.365,1.577,0.807,15.526,12.985,13.954,
MoonEP,moonep_l01_nvshmem_getmem,Qwen,16,4,ok,20260824-171034_perlmutter_f4796901,moonep_l01_nvshmem_getmem_trace-a2e8ab_b4_k8_isolated,17.499,9.225,0.034,8.11,1.636,0.719,19.705,17.121,18.41,
MoonEP,moonep_l01_nvshmem_getmem,Qwen,16,8,ok,20260824-171034_perlmutter_f4796901,moonep_l01_nvshmem_getmem_trace-a2e8ab_b8_k8_isolated,26.876,15.312,0.08,11.214,1.911,0.879,29.328,26.045,28.016,
MoonEP,moonep_l01_nvshmem_getmem,Qwen,16,16,ok,20260824-171034_perlmutter_f4796901,moonep_l01_nvshmem_getmem_trace-a2e8ab_b16_k8_isolated,48.966,29.598,0.154,18.45,2.314,1.095,52.244,46.925,49.956,
MoonEP,moonep_l01_nvshmem_getmem,Qwen,16,32,ok,20260824-171034_perlmutter_f4796901,moonep_l01_nvshmem_getmem_trace-a2e8ab_b32_k8_isolated,87.479,48.278,0.301,37.832,3.233,1.514,91.845,83.228,89.579,
MoonEP,moonep_l01_nvshmem_getmem,Qwen,16,64,ok,20260824-171034_perlmutter_f4796901,moonep_l01_nvshmem_getmem_trace-a2e8ab_b64_k8_isolated,174.374,97.696,0.596,75.961,5.527,2.3,181.324,170.738,176.959,
PLL,llc_l01_s1,Qwen,16,1,ok,20260824-170731_perlmutter_b7468c6e,llc_l01_s1_trace-a2e8ab_b1_k8_isolated,13.636,9.354,0.01,4.28,1.166,0.564,15.524,13.585,16.62,
PLL,llc_l01_s1,Qwen,16,2,ok,20260824-170731_perlmutter_b7468c6e,llc_l01_s1_trace-a2e8ab_b2_k8_isolated,14.38,9.875,0.015,4.49,1.375,0.812,16.365,14.259,15.638,
PLL,llc_l01_s1,Qwen,16,4,ok,20260824-170731_perlmutter_b7468c6e,llc_l01_s1_trace-a2e8ab_b4_k8_isolated,16.179,10.602,0.027,5.506,1.579,0.653,18.5,15.886,17.2,
PLL,llc_l01_s1,Qwen,16,8,ok,20260824-170731_perlmutter_b7468c6e,llc_l01_s1_trace-a2e8ab_b8_k8_isolated,21.26,13.241,0.037,7.889,2.258,0.742,23.818,20.458,23.05,
PLL,llc_l01_s1,Qwen,16,16,ok,20260824-170731_perlmutter_b7468c6e,llc_l01_s1_trace-a2e8ab_b16_k8_isolated,30.69,17.214,0.066,13.091,2.87,0.924,33.726,29.378,57.89,
PLL,llc_l01_s1,Qwen,16,32,ok,20260824-170731_perlmutter_b7468c6e,llc_l01_s1_trace-a2e8ab_b32_k8_isolated,52.607,27.837,0.137,24.268,4.261,0.632,57.081,50.149,55.561,
PLL,llc_l01_s1_demand,Qwen,16,32,ok,20260825-030938_perlmutter_7d1f9d97,llc_l01_s1_demand_trace-a2e8ab_b32_k8_isolated,53.446,27.805,0.128,25.317,4.186,0.711,57.85,51.846,54.765,16n b32 demand-arm anchor (matches capacity within +1.6%)
PLL,llc_l01_s1_demand,Qwen,16,64,ok,20260825-030938_perlmutter_7d1f9d97,llc_l01_s1_demand_trace-a2e8ab_b64_k8_isolated,99.212,50.117,0.303,48.839,6.045,0.951,106.215,95.911,103.95,"gap-fill 2026-08-25: demand sizing + hidden-A2A skip (llc_l01_s1_demand, 611e649)"
Slipstream,l01_slipstream,Qwen,16,1,ok,20260824-165649_perlmutter_26f674a7,l01_slipstream_trace-a2e8ab_b1_k8_isolated,11.16,6.679,0.012,4.413,0.903,0.406,12.254,10.997,12.091,
Slipstream,l01_slipstream,Qwen,16,2,ok,20260824-165649_perlmutter_26f674a7,l01_slipstream_trace-a2e8ab_b2_k8_isolated,12.163,6.985,0.018,5.145,0.86,0.502,13.35,11.89,13.181,
Slipstream,l01_slipstream,Qwen,16,4,ok,20260824-165649_perlmutter_26f674a7,l01_slipstream_trace-a2e8ab_b4_k8_isolated,15.116,8.23,0.026,6.91,1.123,0.723,16.719,14.845,16.949,
Slipstream,l01_slipstream,Qwen,16,8,ok,20260824-165649_perlmutter_26f674a7,l01_slipstream_trace-a2e8ab_b8_k8_isolated,21.537,11.11,0.037,10.282,1.139,0.993,23.393,20.834,22.037,
Slipstream,l01_slipstream,Qwen,16,16,ok,20260824-165649_perlmutter_26f674a7,l01_slipstream_trace-a2e8ab_b16_k8_isolated,36.137,17.233,0.044,18.527,1.641,1.256,38.608,34.483,37.839,
Slipstream,l01_slipstream,Qwen,16,32,ok,20260824-165649_perlmutter_26f674a7,l01_slipstream_trace-a2e8ab_b32_k8_isolated,65.597,30.437,0.116,34.85,2.666,1.736,69.411,63.229,68.19,
Slipstream,l01_slipstream,Qwen,16,64,ok,20260824-165649_perlmutter_26f674a7,l01_slipstream_trace-a2e8ab_b64_k8_isolated,125.158,57.444,0.046,64.279,4.676,2.379,131.396,115.975,132.18,
Torch+GEMM,l01_torch,Qwen,16,1,ok,20260824-165127_perlmutter_89f73bcc,l01_torch_trace-a2e8ab_b1_k8_isolated,5.926,2.2,0.008,3.787,0.428,0.294,6.597,5.29,8.554,
Torch+GEMM,l01_torch,Qwen,16,2,ok,20260824-165127_perlmutter_89f73bcc,l01_torch_trace-a2e8ab_b2_k8_isolated,9.39,3.094,0.01,6.432,0.459,0.353,10.215,8.683,11.874,
Torch+GEMM,l01_torch,Qwen,16,4,ok,20260824-165127_perlmutter_89f73bcc,l01_torch_trace-a2e8ab_b4_k8_isolated,16.588,5.115,0.017,11.927,0.518,0.397,17.529,16.058,18.697,
Torch+GEMM,l01_torch,Qwen,16,8,ok,20260824-165127_perlmutter_89f73bcc,l01_torch_trace-a2e8ab_b8_k8_isolated,32.766,9.326,0.042,23.868,0.62,0.823,33.97,32.252,33.653,
Torch+GEMM,l01_torch,Qwen,16,16,ok,20260824-165127_perlmutter_89f73bcc,l01_torch_trace-a2e8ab_b16_k8_isolated,64.341,17.411,0.057,47.18,0.896,0.988,66.055,63.532,82.23,
Torch+GEMM,l01_torch,Qwen,16,32,pre-skipped,,,,,,,,,,,,pre-skipped: gathered-bytes CUDA OOM on 40G (handoff 15/17)
Torch+GEMM,l01_torch,Qwen,16,64,pre-skipped,,,,,,,,,,,,pre-skipped: gathered-bytes CUDA OOM on 40G (handoff 15/17)
